record_id,work_date,month,week_start,shift,department,employee_count,labor_hours,units_picked,orders_picked,accurate_orders,quality_defects,safety_incidents
1398,2026-04-04,2026-04,2026-03-30,Weekend,Pick,38,345.9,104684,36796,36393,210,0
1399,2026-04-04,2026-04,2026-03-30,Day,Pack,40,393.68,104002,32396,32259,234,0
1400,2026-04-04,2026-04,2026-03-30,Night,Pack,26,257.59,59527,21918,21704,77,1
1401,2026-04-04,2026-04,2026-03-30,Weekend,Pack,42,397.65,84965,25499,25419,115,0
1402,2026-04-04,2026-04,2026-03-30,Day,Stow,41,398.58,102700,31943,31583,270,0
1403,2026-04-04,2026-04,2026-03-30,Night,Stow,25,223.36,49696,19170,18954,193,0
1404,2026-04-04,2026-04,2026-03-30,Weekend,Stow,39,331.23,64241,26436,25978,275,0
1405,2026-04-04,2026-04,2026-03-30,Day,Receive,21,193.76,40349,17015,16790,145,0
1406,2026-04-04,2026-04,2026-03-30,Night,Receive,33,327.37,67150,26513,26123,229,0
1407,2026-04-04,2026-04,2026-03-30,Weekend,Receive,33,334.18,55902,16941,16729,141,0
1408,2026-04-04,2026-04,2026-03-30,Day,Sort,23,200.64,53222,21410,21240,128,0
1409,2026-04-04,2026-04,2026-03-30,Night,Sort,28,285.28,77182,24253,24056,136,0
1410,2026-04-04,2026-04,2026-03-30,Weekend,Sort,21,183.69,43268,19343,19180,76,0
1411,2026-04-05,2026-04,2026-03-30,Day,Pick,21,210.37,63276,26129,25794,182,0
1412,2026-04-05,2026-04,2026-03-30,Night,Pick,26,240.94,79872,28963,28700,178,0
1413,2026-04-05,2026-04,2026-03-30,Weekend,Pick,33,303.1,95191,25897,25599,197,0
1414,2026-04-05,2026-04,2026-03-30,Day,Pack,40,356.24,92223,29428,29299,150,0
1415,2026-04-05,2026-04,2026-03-30,Night,Pack,41,380.4,100111,34785,34628,222,0
1416,2026-04-05,2026-04,2026-03-30,Weekend,Pack,37,336.31,74289,26871,26782,165,0
1417,2026-04-05,2026-04,2026-03-30,Day,Stow,19,192.37,43571,15258,15065,177,0
1418,2026-04-05,2026-04,2026-03-30,Night,Stow,34,307.16,62162,24986,24613,242,0
1419,2026-04-05,2026-04,2026-03-30,Weekend,Stow,20,175.75,36000,14802,14580,81,0
1420,2026-04-05,2026-04,2026-03-30,Day,Receive,40,359.68,73172,21073,20898,218,0
1421,2026-04-05,2026-04,2026-03-30,Night,Receive,37,324.93,58885,19010,18824,217,0
1422,2026-04-05,2026-04,2026-03-30,Weekend,Receive,39,332.85,64538,22450,22238,164,0
1423,2026-04-05,2026-04,2026-03-30,Day,Sort,24,203.75,59207,26027,25759,101,0
1424,2026-04-05,2026-04,2026-03-30,Night,Sort,37,332.57,88333,28291,28002,217,0
1425,2026-04-05,2026-04,2026-03-30,Weekend,Sort,18,180.74,44706,12605,12488,126,0
1426,2026-04-06,2026-04,2026-04-06,Day,Pick,19,171.14,51343,17394,17275,124,0
1427,2026-04-06,2026-04,2026-04-06,Night,Pick,28,273.19,82230,26609,26316,226,0
1428,2026-04-06,2026-04,2026-04-06,Weekend,Pick,40,406.85,118129,36621,36393,369,0
1429,2026-04-06,2026-04,2026-04-06,Day,Pack,21,177.51,43043,19418,19230,70,0
1430,2026-04-06,2026-04,2026-04-06,Night,Pack,31,273.03,62236,18530,18456,138,0
1431,2026-04-06,2026-04,2026-04-06,Weekend,Pack,18,181.47,45182,17275,17202,63,0
1432,2026-04-06,2026-04,2026-04-06,Day,Stow,20,177.49,43496,12547,12366,161,0
1433,2026-04-06,2026-04,2026-04-06,Night,Stow,36,332.25,68514,19143,18923,280,0
1434,2026-04-06,2026-04,2026-04-06,Weekend,Stow,31,295.94,63934,21067,20739,207,0
1435,2026-04-06,2026-04,2026-04-06,Day,Receive,26,233.47,49780,19435,19175,124,0
1436,2026-04-06,2026-04,2026-04-06,Night,Receive,35,346.64,63116,19508,19339,204,0
1437,2026-04-06,2026-04,2026-04-06,Weekend,Receive,33,280.78,46391,18222,18059,107,0
1438,2026-04-06,2026-04,2026-04-06,Day,Sort,24,236.76,72120,23863,23625,208,0
1439,2026-04-06,2026-04,2026-04-06,Night,Sort,38,329.73,89539,24447,24184,184,0
1440,2026-04-06,2026-04,2026-04-06,Weekend,Sort,37,345.0,93257,37292,36909,166,0
1441,2026-04-07,2026-04,2026-04-06,Day,Pick,36,344.42,105996,29428,29206,227,0
1442,2026-04-07,2026-04,2026-04-06,Night,Pick,23,204.24,62333,20441,20223,121,0
1443,2026-04-07,2026-04,2026-04-06,Weekend,Pick,29,266.12,72497,24137,23909,133,0
1444,2026-04-07,2026-04,2026-04-06,Day,Pack,21,178.26,46060,12500,12388,68,0
1445,2026-04-07,2026-04,2026-04-06,Night,Pack,26,243.18,59804,20667,20563,121,0
1446,2026-04-07,2026-04,2026-04-06,Weekend,Pack,25,215.18,53822,17249,17101,101,0
1447,2026-04-07,2026-04,2026-04-06,Day,Stow,37,357.39,83259,29435,28972,329,0
1448,2026-04-07,2026-04,2026-04-06,Night,Stow,33,289.42,67276,24409,24038,234,0
1449,2026-04-07,2026-04,2026-04-06,Weekend,Stow,21,183.4,41278,12918,12768,166,0
1450,2026-04-07,2026-04,2026-04-06,Day,Receive,23,206.25,38949,15581,15452,86,1
1451,2026-04-07,2026-04,2026-04-06,Night,Receive,33,302.62,52797,14046,13927,120,0
1452,2026-04-07,2026-04,2026-04-06,Weekend,Receive,18,170.45,33475,10684,10560,81,0
1453,2026-04-07,2026-04,2026-04-06,Day,Sort,18,169.58,53687,15181,15055,96,0
1454,2026-04-07,2026-04,2026-04-06,Night,Sort,21,180.18,51562,18838,18676,105,0
1455,2026-04-07,2026-04,2026-04-06,Weekend,Sort,39,361.75,90820,40879,40483,232,0
1456,2026-04-08,2026-04,2026-04-06,Day,Pick,42,402.99,141135,39757,39374,309,0
1457,2026-04-08,2026-04,2026-04-06,Night,Pick,38,320.62,106736,29898,29652,211,0
1458,2026-04-08,2026-04,2026-04-06,Weekend,Pick,25,235.99,71021,24582,24291,135,0
1459,2026-04-08,2026-04,2026-04-06,Day,Pack,30,286.49,81962,22746,22631,190,0
1460,2026-04-08,2026-04,2026-04-06,Night,Pack,34,296.31,78341,28403,28180,153,0
1461,2026-04-08,2026-04,2026-04-06,Weekend,Pack,26,232.88,49888,16453,16325,99,0
1462,2026-04-08,2026-04,2026-04-06,Day,Stow,32,301.44,75215,27299,26845,170,0
1463,2026-04-08,2026-04,2026-04-06,Night,Stow,22,203.27,42109,11239,11098,153,0
1464,2026-04-08,2026-04,2026-04-06,Weekend,Stow,27,229.94,46434,15869,15619,184,0
1465,2026-04-08,2026-04,2026-04-06,Day,Receive,33,295.37,59707,18335,18051,144,0
1466,2026-04-08,2026-04,2026-04-06,Night,Receive,27,264.96,50609,13555,13406,187,0
1467,2026-04-08,2026-04,2026-04-06,Weekend,Receive,22,224.24,38391,12241,12059,91,0
1468,2026-04-08,2026-04,2026-04-06,Day,Sort,29,256.58,77041,27339,27085,218,0
1469,2026-04-08,2026-04,2026-04-06,Night,Sort,27,255.82,65328,22548,22424,176,0
1470,2026-04-08,2026-04,2026-04-06,Weekend,Sort,42,367.88,88464,28658,28369,147,0
1471,2026-04-09,2026-04,2026-04-06,Day,Pick,38,350.74,108692,31488,31273,207,0
1472,2026-04-09,2026-04,2026-04-06,Night,Pick,40,358.55,118500,35477,35131,290,0
1473,2026-04-09,2026-04,2026-04-06,Weekend,Pick,31,286.14,89358,39851,39557,169,0
1474,2026-04-09,2026-04,2026-04-06,Day,Pack,27,265.03,70972,25375,25235,164,0
1475,2026-04-09,2026-04,2026-04-06,Night,Pack,19,185.43,44772,15739,15574,99,0
1476,2026-04-09,2026-04,2026-04-06,Weekend,Pack,32,317.14,68520,26031,25963,95,0
1477,2026-04-09,2026-04,2026-04-06,Day,Stow,27,254.28,62342,17400,17112,215,0
1478,2026-04-09,2026-04,2026-04-06,Night,Stow,40,339.82,71139,29268,28929,233,0
1479,2026-04-09,2026-04,2026-04-06,Weekend,Stow,39,372.5,73255,22855,22587,307,0
1480,2026-04-09,2026-04,2026-04-06,Day,Receive,37,356.61,67939,30881,30552,148,0
1481,2026-04-09,2026-04,2026-04-06,Night,Receive,24,206.08,35980,11956,11808,131,0
1482,2026-04-09,2026-04,2026-04-06,Weekend,Receive,33,335.57,64273,18122,17920,222,0
1483,2026-04-09,2026-04,2026-04-06,Day,Sort,39,370.92,106591,33124,32759,289,0
1484,2026-04-09,2026-04,2026-04-06,Night,Sort,23,214.38,60257,23906,23699,118,0
1485,2026-04-09,2026-04,2026-04-06,Weekend,Sort,36,334.34,88638,31366,31149,150,0
1486,2026-04-10,2026-04,2026-04-06,Day,Pick,31,268.67,84847,35468,35100,229,0
1487,2026-04-10,2026-04,2026-04-06,Night,Pick,38,380.3,119076,52498,52170,395,0
1488,2026-04-10,2026-04,2026-04-06,Weekend,Pick,41,378.23,100236,40858,40470,316,0
1489,2026-04-10,2026-04,2026-04-06,Day,Pack,40,373.8,98906,39894,39523,201,0
1490,2026-04-10,2026-04,2026-04-06,Night,Pack,32,309.99,80261,30340,30207,130,0
1491,2026-04-10,2026-04,2026-04-06,Weekend,Pack,38,352.29,89114,28117,27862,186,0
1492,2026-04-10,2026-04,2026-04-06,Day,Stow,39,364.49,80633,29661,29369,239,0
1493,2026-04-10,2026-04,2026-04-06,Night,Stow,30,255.65,51733,15339,15099,187,0
1494,2026-04-10,2026-04,2026-04-06,Weekend,Stow,39,361.04,79248,21020,20788,298,0
1495,2026-04-10,2026-04,2026-04-06,Day,Receive,23,223.35,44768,11915,11818,93,0
1496,2026-04-10,2026-04,2026-04-06,Night,Receive,19,188.56,33235,9714,9611,116,0
1497,2026-04-10,2026-04,2026-04-06,Weekend,Receive,28,240.63,43180,17894,17708,128,0
1498,2026-04-10,2026-04,2026-04-06,Day,Sort,33,303.19,84804,33627,33250,229,0
1499,2026-04-10,2026-04,2026-04-06,Night,Sort,24,205.32,50937,13635,13475,81,0
1500,2026-04-10,2026-04,2026-04-06,Weekend,Sort,18,162.85,41214,13405,13245,74,0
1501,2026-04-11,2026-04,2026-04-06,Day,Pick,41,391.8,128663,36429,36103,324,0
1502,2026-04-11,2026-04,2026-04-06,Night,Pick,37,370.72,120856,34703,34356,334,0
1503,2026-04-11,2026-04,2026-04-06,Weekend,Pick,36,307.46,93923,35083,34642,200,0
1504,2026-04-11,2026-04,2026-04-06,Day,Pack,28,236.34,65995,24774,24678,113,0
1505,2026-04-11,2026-04,2026-04-06,Night,Pack,23,233.28,53039,16997,16935,125,0
1506,2026-04-11,2026-04,2026-04-06,Weekend,Pack,30,285.41,67198,18528,18420,158,0
1507,2026-04-11,2026-04,2026-04-06,Day,Stow,38,321.25,73928,28245,27826,283,0
1508,2026-04-11,2026-04,2026-04-06,Night,Stow,35,345.46,74032,21699,21478,175,0
1509,2026-04-11,2026-04,2026-04-06,Weekend,Stow,36,361.0,78464,22910,22516,336,0
1510,2026-04-11,2026-04,2026-04-06,Day,Receive,37,360.04,79401,21934,21678,174,0
1511,2026-04-11,2026-04,2026-04-06,Night,Receive,21,177.75,33984,10487,10361,85,0
1512,2026-04-11,2026-04,2026-04-06,Weekend,Receive,25,210.96,35147,10224,10132,103,0
1513,2026-04-11,2026-04,2026-04-06,Day,Sort,39,375.59,99784,33581,33265,207,0
1514,2026-04-11,2026-04,2026-04-06,Night,Sort,40,366.73,93017,32067,31896,274,0
1515,2026-04-11,2026-04,2026-04-06,Weekend,Sort,24,216.42,59886,23202,22929,93,0
1516,2026-04-12,2026-04,2026-04-06,Day,Pick,42,419.96,145289,46734,46474,258,0
1517,2026-04-12,2026-04,2026-04-06,Night,Pick,19,162.22,46380,18634,18389,108,0
1518,2026-04-12,2026-04,2026-04-06,Weekend,Pick,25,254.91,69165,24384,24183,195,0
1519,2026-04-12,2026-04,2026-04-06,Day,Pack,35,306.97,84025,23997,23917,190,0
1520,2026-04-12,2026-04,2026-04-06,Night,Pack,27,272.55,70489,26417,26278,132,0
1521,2026-04-12,2026-04,2026-04-06,Weekend,Pack,40,374.98,81328,29524,29311,193,0
1522,2026-04-12,2026-04,2026-04-06,Day,Stow,20,175.33,38845,10327,10165,147,0
1523,2026-04-12,2026-04,2026-04-06,Night,Stow,29,281.44,65446,28992,28539,207,0
1524,2026-04-12,2026-04,2026-04-06,Weekend,Stow,21,177.2,39407,14970,14778,113,0
1525,2026-04-12,2026-04,2026-04-06,Day,Receive,19,169.14,35310,11799,11698,94,0
1526,2026-04-12,2026-04,2026-04-06,Night,Receive,24,217.99,42819,14030,13887,86,0
1527,2026-04-12,2026-04,2026-04-06,Weekend,Receive,18,180.69,34220,12498,12387,83,0
1528,2026-04-12,2026-04,2026-04-06,Day,Sort,24,234.31,66212,18774,18605,142,0
1529,2026-04-12,2026-04,2026-04-06,Night,Sort,41,399.93,114516,37117,36936,329,0
1530,2026-04-12,2026-04,2026-04-06,Weekend,Sort,35,323.2,84260,27099,26873,149,0
1531,2026-04-13,2026-04,2026-04-13,Day,Pick,41,417.65,130782,35808,35405,374,0
1532,2026-04-13,2026-04,2026-04-13,Night,Pick,25,244.71,72247,23203,22897,159,0
1533,2026-04-13,2026-04,2026-04-13,Weekend,Pick,26,255.02,78274,24670,24361,209,0
1534,2026-04-13,2026-04,2026-04-13,Day,Pack,26,258.07,67434,30272,29956,88,0
1535,2026-04-13,2026-04,2026-04-13,Night,Pack,38,376.95,88094,38406,38291,139,0
1536,2026-04-13,2026-04,2026-04-13,Weekend,Pack,28,283.25,65433,25043,24938,102,0
1537,2026-04-13,2026-04,2026-04-13,Day,Stow,25,238.37,52910,16593,16309,131,0
1538,2026-04-13,2026-04,2026-04-13,Night,Stow,39,363.17,79428,29334,28951,216,0
1539,2026-04-13,2026-04,2026-04-13,Weekend,Stow,26,264.04,50544,14230,14078,170,0
1540,2026-04-13,2026-04,2026-04-13,Day,Receive,25,225.74,42697,14672,14505,102,0
1541,2026-04-13,2026-04,2026-04-13,Night,Receive,29,286.88,56560,24440,24145,140,0
1542,2026-04-13,2026-04,2026-04-13,Weekend,Receive,37,363.29,63835,22375,22145,180,0
1543,2026-04-13,2026-04,2026-04-13,Day,Sort,37,312.88,88860,33338,32961,212,0
1544,2026-04-13,2026-04,2026-04-13,Night,Sort,24,236.51,64296,18640,18483,152,0
1545,2026-04-13,2026-04,2026-04-13,Weekend,Sort,24,217.97,56927,17509,17311,150,0
1546,2026-04-14,2026-04,2026-04-13,Day,Pick,20,202.51,72446,23335,23206,201,0
1547,2026-04-14,2026-04,2026-04-13,Night,Pick,35,340.18,110790,36391,35915,279,0
1548,2026-04-14,2026-04,2026-04-13,Weekend,Pick,32,287.06,78867,25275,25118,180,0
1549,2026-04-14,2026-04,2026-04-13,Day,Pack,29,255.65,65236,17369,17283,116,0
1550,2026-04-14,2026-04,2026-04-13,Night,Pack,31,280.59,67243,22347,22276,136,0
1551,2026-04-14,2026-04,2026-04-13,Weekend,Pack,32,314.09,69777,19798,19746,163,0
1552,2026-04-14,2026-04,2026-04-13,Day,Stow,31,298.02,72750,22958,22702,215,0
1553,2026-04-14,2026-04,2026-04-13,Night,Stow,31,283.89,68223,21855,21583,262,0
1554,2026-04-14,2026-04,2026-04-13,Weekend,Stow,32,269.69,52691,20100,19837,220,0
1555,2026-04-14,2026-04,2026-04-13,Day,Receive,22,219.23,47576,21256,20955,100,0
1556,2026-04-14,2026-04,2026-04-13,Night,Receive,34,341.82,70014,25303,24992,208,0
1557,2026-04-14,2026-04,2026-04-13,Weekend,Receive,21,189.13,36252,13237,13096,78,0
1558,2026-04-14,2026-04,2026-04-13,Day,Sort,20,194.59,55131,18892,18718,120,0
1559,2026-04-14,2026-04,2026-04-13,Night,Sort,27,263.62,74105,21967,21820,177,0
1560,2026-04-14,2026-04,2026-04-13,Weekend,Sort,34,290.73,80144,25445,25202,198,0
1561,2026-04-15,2026-04,2026-04-13,Day,Pick,32,278.98,95350,36024,35760,203,0
1562,2026-04-15,2026-04,2026-04-13,Night,Pick,19,178.89,58752,18784,18657,144,0
1563,2026-04-15,2026-04,2026-04-13,Weekend,Pick,28,273.37,85956,37915,37690,274,0
1564,2026-04-15,2026-04,2026-04-13,Day,Pack,31,289.37,77418,24309,24073,123,0
1565,2026-04-15,2026-04,2026-04-13,Night,Pack,26,241.17,56425,22836,22768,88,0
1566,2026-04-15,2026-04,2026-04-13,Weekend,Pack,21,211.35,50831,20956,20771,114,0
1567,2026-04-15,2026-04,2026-04-13,Day,Stow,18,170.59,37086,10231,10096,98,0
1568,2026-04-15,2026-04,2026-04-13,Night,Stow,18,163.17,34658,9325,9194,110,0
1569,2026-04-15,2026-04,2026-04-13,Weekend,Stow,32,285.79,55715,16731,16551,176,0
1570,2026-04-15,2026-04,2026-04-13,Day,Receive,26,222.47,42564,16089,15926,158,0
1571,2026-04-15,2026-04,2026-04-13,Night,Receive,41,402.95,80085,29406,29069,197,0
1572,2026-04-15,2026-04,2026-04-13,Weekend,Receive,34,326.73,54633,16552,16414,111,0
1573,2026-04-15,2026-04,2026-04-13,Day,Sort,40,393.18,110623,31194,30969,309,0
1574,2026-04-15,2026-04,2026-04-13,Night,Sort,38,362.11,93756,29876,29711,174,0
1575,2026-04-15,2026-04,2026-04-13,Weekend,Sort,33,286.2,77811,23064,22828,142,0
1576,2026-04-16,2026-04,2026-04-13,Day,Pick,34,338.06,116080,52641,51959,308,0
1577,2026-04-16,2026-04,2026-04-13,Night,Pick,23,194.81,61729,19403,19239,132,0
1578,2026-04-16,2026-04,2026-04-13,Weekend,Pick,34,325.8,89258,33303,32915,199,0
1579,2026-04-16,2026-04,2026-04-13,Day,Pack,38,346.03,88993,29969,29677,124,0
1580,2026-04-16,2026-04,2026-04-13,Night,Pack,42,410.55,99618,34169,33878,175,0
1581,2026-04-16,2026-04,2026-04-13,Weekend,Pack,28,268.49,60977,21494,21290,140,0
1582,2026-04-16,2026-04,2026-04-13,Day,Stow,33,312.9,76669,34131,33607,206,0
1583,2026-04-16,2026-04,2026-04-13,Night,Stow,31,263.79,61173,23361,23012,187,0
1584,2026-04-16,2026-04,2026-04-13,Weekend,Stow,30,266.08,51320,17240,16968,183,0
1585,2026-04-16,2026-04,2026-04-13,Day,Receive,32,292.41,60641,24586,24245,188,0
1586,2026-04-16,2026-04,2026-04-13,Night,Receive,37,351.48,62630,20443,20282,125,0
1587,2026-04-16,2026-04,2026-04-13,Weekend,Receive,42,406.08,78994,23051,22796,249,0
1588,2026-04-16,2026-04,2026-04-13,Day,Sort,29,271.55,85896,24257,24031,220,0
1589,2026-04-16,2026-04,2026-04-13,Night,Sort,23,230.9,60750,23870,23712,175,0
1590,2026-04-16,2026-04,2026-04-13,Weekend,Sort,18,175.67,45422,15129,15036,73,0
1591,2026-04-17,2026-04,2026-04-13,Day,Pick,18,158.65,54693,21071,20832,107,0
1592,2026-04-17,2026-04,2026-04-13,Night,Pick,38,346.61,112323,31178,30972,211,0
1593,2026-04-17,2026-04,2026-04-13,Weekend,Pick,40,390.89,111902,50325,49980,306,0
1594,2026-04-17,2026-04,2026-04-13,Day,Pack,41,387.81,100365,28429,28326,219,0
1595,2026-04-17,2026-04,2026-04-13,Night,Pack,41,346.13,81753,32387,32115,166,0
1596,2026-04-17,2026-04,2026-04-13,Weekend,Pack,27,247.68,54944,19278,19119,88,0
1597,2026-04-17,2026-04,2026-04-13,Day,Stow,34,300.57,65055,21719,21407,196,0
1598,2026-04-17,2026-04,2026-04-13,Night,Stow,21,193.5,43378,19367,19148,138,0
1599,2026-04-17,2026-04,2026-04-13,Weekend,Stow,21,200.7,40814,11676,11563,100,0
1600,2026-04-17,2026-04,2026-04-13,Day,Receive,33,312.45,59172,20798,20615,172,0
1601,2026-04-17,2026-04,2026-04-13,Night,Receive,42,370.37,74121,28473,28103,191,0
1602,2026-04-17,2026-04,2026-04-13,Weekend,Receive,28,269.93,49750,13841,13656,116,0
1603,2026-04-17,2026-04,2026-04-13,Day,Sort,33,309.61,87036,26836,26570,222,0
1604,2026-04-17,2026-04,2026-04-13,Night,Sort,41,417.67,104786,44250,43944,218,0
1605,2026-04-17,2026-04,2026-04-13,Weekend,Sort,23,214.73,51493,20468,20355,88,0
1606,2026-04-18,2026-04,2026-04-13,Day,Pick,33,287.34,99578,33421,33170,263,0
1607,2026-04-18,2026-04,2026-04-13,Night,Pick,27,232.51,77625,23158,23008,170,0
1608,2026-04-18,2026-04,2026-04-13,Weekend,Pick,29,273.03,74598,27999,27774,228,0
1609,2026-04-18,2026-04,2026-04-13,Day,Pack,29,270.71,68261,23213,23143,160,0
1610,2026-04-18,2026-04,2026-04-13,Night,Pack,22,191.3,48923,16538,16406,72,0
1611,2026-04-18,2026-04,2026-04-13,Weekend,Pack,18,161.3,35549,10738,10671,59,0
1612,2026-04-18,2026-04,2026-04-13,Day,Stow,32,303.04,66230,20580,20365,196,1
1613,2026-04-18,2026-04,2026-04-13,Night,Stow,24,213.46,49917,13909,13731,144,0
1614,2026-04-18,2026-04,2026-04-13,Weekend,Stow,30,302.45,64118,19872,19556,223,0
1615,2026-04-18,2026-04,2026-04-13,Day,Receive,24,213.7,41880,17718,17556,127,0
1616,2026-04-18,2026-04,2026-04-13,Night,Receive,28,264.21,53657,16939,16807,177,0
1617,2026-04-18,2026-04,2026-04-13,Weekend,Receive,33,289.63,47755,18575,18319,174,0
1618,2026-04-18,2026-04,2026-04-13,Day,Sort,22,191.33,59412,21864,21747,96,0
1619,2026-04-18,2026-04,2026-04-13,Night,Sort,32,293.3,79176,29498,29309,149,0
1620,2026-04-18,2026-04,2026-04-13,Weekend,Sort,42,381.95,97839,36253,35951,225,0
1621,2026-04-19,2026-04,2026-04-13,Day,Pick,24,242.87,86212,24397,24206,269,0
1622,2026-04-19,2026-04,2026-04-13,Night,Pick,33,318.49,93234,38971,38725,262,0
1623,2026-04-19,2026-04,2026-04-13,Weekend,Pick,29,288.25,87879,31914,31591,242,0
1624,2026-04-19,2026-04,2026-04-13,Day,Pack,24,218.12,54252,15974,15808,96,0
1625,2026-04-19,2026-04,2026-04-13,Night,Pack,18,170.19,40608,11102,11067,75,1
1626,2026-04-19,2026-04,2026-04-13,Weekend,Pack,26,219.97,49285,16617,16448,102,0
1627,2026-04-19,2026-04,2026-04-13,Day,Stow,38,323.11,77585,34502,34096,250,0
1628,2026-04-19,2026-04,2026-04-13,Night,Stow,32,297.04,65357,18155,17946,256,0
1629,2026-04-19,2026-04,2026-04-13,Weekend,Stow,18,171.06,37246,11188,11008,149,0
1630,2026-04-19,2026-04,2026-04-13,Day,Receive,21,178.52,37450,16285,16045,110,0
1631,2026-04-19,2026-04,2026-04-13,Night,Receive,24,229.9,45772,16752,16582,165,0
1632,2026-04-19,2026-04,2026-04-13,Weekend,Receive,23,230.7,42431,11434,11304,156,0
1633,2026-04-19,2026-04,2026-04-13,Day,Sort,39,374.61,100443,28534,28292,259,0
1634,2026-04-19,2026-04,2026-04-13,Night,Sort,32,271.36,75067,22734,22524,184,0
1635,2026-04-19,2026-04,2026-04-13,Weekend,Sort,18,161.28,41957,17567,17413,115,0
1636,2026-04-20,2026-04,2026-04-20,Day,Pick,32,273.88,96774,38834,38337,219,0
1637,2026-04-20,2026-04,2026-04-20,Night,Pick,18,176.04,56761,22276,22042,107,0
1638,2026-04-20,2026-04,2026-04-20,Weekend,Pick,25,223.85,67192,18120,18001,199,0
1639,2026-04-20,2026-04,2026-04-20,Day,Pack,27,229.39,62798,25273,25036,102,0
1640,2026-04-20,2026-04,2026-04-20,Night,Pack,24,213.38,49692,13192,13081,88,0
1641,2026-04-20,2026-04,2026-04-20,Weekend,Pack,29,273.81,62199,19275,19142,124,0
1642,2026-04-20,2026-04,2026-04-20,Day,Stow,19,192.08,46228,18875,18631,199,0
1643,2026-04-20,2026-04,2026-04-20,Night,Stow,38,374.67,87249,34460,34050,287,0
1644,2026-04-20,2026-04,2026-04-20,Weekend,Stow,26,222.65,48984,18745,18487,113,0
1645,2026-04-20,2026-04,2026-04-20,Day,Receive,39,371.9,75794,25714,25382,226,0
1646,2026-04-20,2026-04,2026-04-20,Night,Receive,19,170.63,30260,10908,10818,68,0
1647,2026-04-20,2026-04,2026-04-20,Weekend,Receive,28,267.85,45016,12296,12136,126,0
1648,2026-04-20,2026-04,2026-04-20,Day,Sort,18,165.42,49133,15599,15491,127,0
1649,2026-04-20,2026-04,2026-04-20,Night,Sort,25,221.37,58692,21416,21265,116,0
1650,2026-04-20,2026-04,2026-04-20,Weekend,Sort,25,244.34,67417,22389,22185,178,0
1651,2026-04-21,2026-04,2026-04-20,Day,Pick,30,284.03,87692,35557,35162,239,0
1652,2026-04-21,2026-04,2026-04-20,Night,Pick,34,297.75,99020,29098,28735,227,0
1653,2026-04-21,2026-04,2026-04-20,Weekend,Pick,20,179.13,54566,15669,15515,110,1
1654,2026-04-21,2026-04,2026-04-20,Day,Pack,22,192.74,47874,17784,17624,108,0
1655,2026-04-21,2026-04,2026-04-20,Night,Pack,41,362.46,92207,25951,25756,168,0
1656,2026-04-21,2026-04,2026-04-20,Weekend,Pack,33,309.86,70977,27944,27756,121,0
1657,2026-04-21,2026-04,2026-04-20,Day,Stow,25,244.34,53703,22324,22070,135,0
1658,2026-04-21,2026-04,2026-04-20,Night,Stow,27,266.64,61394,21322,21016,147,0
1659,2026-04-21,2026-04,2026-04-20,Weekend,Stow,41,416.0,79802,22063,21708,218,0
1660,2026-04-21,2026-04,2026-04-20,Day,Receive,34,335.98,70149,20616,20447,220,0
1661,2026-04-21,2026-04,2026-04-20,Night,Receive,24,203.51,37472,15955,15757,86,0
1662,2026-04-21,2026-04,2026-04-20,Weekend,Receive,27,245.6,47048,20857,20694,128,0
1663,2026-04-21,2026-04,2026-04-20,Day,Sort,39,363.92,98367,28186,27912,255,0
1664,2026-04-21,2026-04,2026-04-20,Night,Sort,30,295.39,73111,26974,26761,153,0
1665,2026-04-21,2026-04,2026-04-20,Weekend,Sort,33,316.04,83821,29146,28794,180,0
1666,2026-04-22,2026-04,2026-04-20,Day,Pick,21,199.22,69030,23637,23388,174,0
1667,2026-04-22,2026-04,2026-04-20,Night,Pick,35,355.22,101265,40732,40320,302,0
1668,2026-04-22,2026-04,2026-04-20,Weekend,Pick,20,173.41,48934,13244,13128,101,0
1669,2026-04-22,2026-04,2026-04-20,Day,Pack,41,408.77,106639,36227,35858,243,0
1670,2026-04-22,2026-04,2026-04-20,Night,Pack,19,190.01,48351,18570,18425,78,0
1671,2026-04-22,2026-04,2026-04-20,Weekend,Pack,35,310.84,69883,24372,24203,112,0
1672,2026-04-22,2026-04,2026-04-20,Day,Stow,21,189.9,41260,12200,12011,100,0
1673,2026-04-22,2026-04,2026-04-20,Night,Stow,41,355.07,78408,21610,21292,250,0
1674,2026-04-22,2026-04,2026-04-20,Weekend,Stow,41,404.95,85969,37955,37390,199,0
1675,2026-04-22,2026-04,2026-04-20,Day,Receive,41,391.47,85650,30469,30236,180,0
1676,2026-04-22,2026-04,2026-04-20,Night,Receive,41,366.69,68762,27568,27305,225,0
1677,2026-04-22,2026-04,2026-04-20,Weekend,Receive,20,198.13,35449,14855,14648,86,0
1678,2026-04-22,2026-04,2026-04-20,Day,Sort,34,318.6,97583,29474,29117,230,0
1679,2026-04-22,2026-04,2026-04-20,Night,Sort,31,275.73,77358,30979,30716,124,0
1680,2026-04-22,2026-04,2026-04-20,Weekend,Sort,23,221.28,54614,19153,18916,116,0
1681,2026-04-23,2026-04,2026-04-20,Day,Pick,26,240.04,83004,25812,25484,176,0
1682,2026-04-23,2026-04,2026-04-20,Night,Pick,25,212.87,62752,18792,18663,170,0
1683,2026-04-23,2026-04,2026-04-20,Weekend,Pick,28,262.49,75971,24568,24304,172,0
